id,rider_age,rider_rating,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,order_time,pickup_time,weather,traffic_density,vehicle_condition,order_type,vehicle_type,num_orders,is_festival,city,delivery_time
0xf2c6,30,4.9,0,0,0.13,0.13,2022.3.18,20:10,20:15,storm,jam,0,Drinks,motorcycle,1,No,Metropolitian,26
0xea7a,25,4.3,0,0,0.08,0.08,27-03-2022,20:10,20:25,high_wind,jam,0,Drinks,motorcycle,1,No,Urban,36
0x925b,30,4.9,21.17106,72.789292,21.28106,72.899292,2022.3.10,0.916666667,22:10,storm,jam,0,Meal,motorcycle,1,No,Metropolitian,39
0x39b0,25,4.8,0,0,0.03,0.03,2022.2.13,0.916666667,22:10,overcast,jam,2,Buffet,motorcycle,0,No,Metropolitian,27
0x8c6c,26,4.9,12.326356,76.619103,12.416356,76.709103,25-03-2022,18:20,18:25,clear_sky,medium,2,Snack,e_scooter,0,No,Metropolitian,13
0xbd29,33,4.8,21.186608,72.794136,21.246608,72.854136,05-03-2022,18:55,0.791666667,high_wind,medium,0,Snack,motorcycle,1,No,Metropolitian,34
0x4d2b,36,3.6,12.972161,77.596014,13.042161,77.666014,16-03-2022,21:50,21:55,sandstorm,jam,1,Meal,motorcycle,2,No,Metropolitian,41
0x07be,26,4.5,12.297954,76.665169,12.347954,76.715169,1930.3.22,19:15,19:30,storm,jam,0,Snack,motorcycle,1,No,Metropolitian,24
0xdb95,29,4.9,12.323994,76.626167,12.333994,76.636167,19-03-2022,10:50AM,0.458333333,foggy,low,2,Drinks,scooter,0,No,Urban,15
0x9adc,32,4.3,22.547186,88.35068,22.627185,88.43068,2016.2.22,17:55,0.75,storm,medium,0,Drinks,motorcycle,1,No,Metropolitian,37
0x2cf0,20,4.9,9.957144,76.296783,9.967144,76.306783,17-02-2022,11:50,0.5,foggy,high,1,Meal,motorcycle,,X,Metropolitian,21
0x7efc,20,4.7,21.186608,72.794136,21.316608,72.924136,2022.3.20,19:20,19:35,storm,jam,1,Buffet,scooter,1,X,Metropolitian,19
0xbf1c,32,4.4,12.323225,76.630028,12.403225,76.710028,2022.3.20,17:15,05:20PM,sandstorm,medium,2,Snack,e_scooter,0,No,Metropolitian,39
0x7fcb,36,5,26.921411,75.793604,27.011411,75.883604,04-03-2022,8:55 PM,21:05,foggy,jam,0,Snack,motorcycle,1,No,Metropolitian,50
0x8ac4,29,3.5,17.483216,78.552111,17.613216,78.682111,2022.3.18,11:35 PM,23:50,foggy,low,2,Snack,scooter,1,X,Urban,31
0x8a8e,20,4.9,0,0,0.11,0.11,14-02-2022,1,24:15:00,sandstorm,low,1,Meal,scooter,1,No,Urban,16
0x9a57,23,4.5,23.416792,85.316842,23.476792,85.376842,2022.3.15,17:25,5:40 PM,storm,medium,2,Buffet,scooter,1,No,Urban,26
0x1547,24,4.8,23.333017,85.3172,23.423017,85.4072,1931.3.22,0.791666667,19:15,sandstorm,medium,1,Buffet,scooter,0,No,Metropolitian,24
0x7aba,,,23.353783,85.326967,23.463783,85.436967,2022.4.4,,19:45,foggy,jam,2,Drinks,scooter,1,No,Metropolitian,39
0x5e9d,29,3.2,21.175104,72.804342,21.285104,72.914342,2022.3.25,22:15,22:30,clear_sky,low,1,Drinks,scooter,0,X,Metropolitian,33
0xa85c,34,5,12.933298,77.614293,12.943298,77.624293,2022.3.28,8:20,8:25,storm,low,1,Meal,scooter,1,No,Urban,22
0x2f3f,33,4.8,23.351058,85.325731,23.441058,85.415731,2014.3.22,23:30,23:40,storm,low,1,Meal,motorcycle,0,No,Metropolitian,21
0xb91c,25,4.5,22.722634,75.886959,22.732634,75.896959,05-03-2022,9:10 AM,9:20,storm,low,1,Drinks,scooter,0,No,Urban,18
0x1bff,22,4.7,18.56245,73.916619,18.57245,73.926619,2003.4.22,9:45,0.416666667,overcast,low,1,Buffet,motorcycle,1,No,Metropolitian,13
0x8583,26,5,22.725748,75.898497,22.745748,75.918497,03-04-2022,8:35,8:40,sandstorm,low,1,Meal,scooter,1,No,Metropolitian,16
0xb9db,25,4.8,22.753839,75.897429,22.763838,75.907429,3.Mar.22,8:40,8:50,clear_sky,low,2,Snack,scooter,1,No,Metropolitian,22
0xa4ed,26,4.6,21.173493,72.801953,21.213493,72.841953,2022.3.21,16:55,17:05,clear_sky,medium,2,Snack,scooter,0,No,,13
0xdaa5,26,4.8,18.53408,73.89852,18.61408,73.97852,18-03-2022,17:35,05:40PM,overcast,medium,0,Buffet,motorcycle,,No,Urban,32
0xb644,33,4.1,13.086438,80.220672,13.216439,80.350672,2022.4.2,21:20,09:25PM,sandstorm,jam,0,Meal,motorcycle,1,y,Metropolitian,54
0x2c68,23,4.7,17.45971,78.368855,17.47971,78.388855,2022.3.15,8:40 AM,8:55,high_wind,low,1,Drinks,scooter,0,No,Urban,10
0x6873,27,4.7,21.157729,72.768726,21.217729,72.828726,2022.3.1,11:30 PM,23:35,storm,low,2,Buffet,e_scooter,1,No,Metropolitian,12
0x13fb,25,4.7,19.091458,72.827808,19.141458,72.877808,13-03-2022,19:45,7:50 PM,storm,jam,1,Meal,scooter,0,No,Urban,23
0x1f3c,29,4.7,12.970221,77.645396,12.980221,77.655396,21.Mar.22,11:35,11:45,sandstorm,high,1,Drinks,motorcycle,0,No,Metropolitian,19
0x58bf,27,4.8,12.352058,76.60665,12.442058,76.69665,16-03-2022,18:45,0.791666667,overcast,medium,0,Snack,motorcycle,2,No,Metropolitian,38
0xc373,35,4.8,26.891191,75.802083,26.941191,75.852083,21-03-2022,21:35,9:50 PM,foggy,jam,0,Meal,motorcycle,1,No,Metropolitian,27
0xb6fc,37,3.8,26.88842,75.800689,26.96842,75.880689,08-03-2022,20:40,20:45,sandstorm,jam,1,Drinks,scooter,2,No,Metropolitian,44
0x0b67,19,4.9,12.325461,76.632278,12.385461,76.692278,03-04-2022,21:10,21:20,foggy,jam,1,Buffet,motorcycle,1,X,,22
0xfbb6,28,4.2,12.979166,77.640709,12.989166,77.650709,2022.3.11,10:50,0.458333333,storm,low,0,Drinks,motorcycle,0,No,,21
0xe139,38,4.9,22.722634,75.886959,22.782634,75.946959,2001.3.22,18:10,18:15,overcast,medium,2,Drinks,scooter,1,No,Metropolitian,16
0x903f,27,4.9,13.026279,80.174568,13.106279,80.254568,2022.3.10,21:15,21:30,overcast,jam,2,Buffet,e_scooter,1,No,Urban,34
0xbc94,27,4.6,21.170096,72.789122,21.280096,72.899122,18-03-2022,22:45,0.958333333,sandstorm,low,2,Drinks,scooter,1,No,Urban,19
0x5331,35,4.6,21.15276,72.778059,21.19276,72.818059,2022.4.1,0.708333333,17:05,foggy,medium,0,Drinks,motorcycle,1,No,Urban,29
0xd4f7,23,4.7,21.157735,72.768778,21.197735,72.808778,11-03-2022,15:50,4:05 PM,storm,medium,1,Meal,motorcycle,1,No,Metropolitian,27
0x34bd,37,4.8,23.369746,85.33982,23.429746,85.39982,30-03-2022,22:25,22:30,foggy,low,1,Drinks,motorcycle,0,No,Urban,16
0xc770,37,4.8,17.410371,78.437225,17.500371,78.527225,02-03-2022,17:40,5:45 PM,storm,medium,1,Snack,scooter,1,No,Urban,22
0x94c7,27,4,21.160522,72.771477,21.250522,72.861477,02-03-2022,19:20,19:30,high_wind,jam,0,Meal,motorcycle,2,No,Urban,34
0x5f91,37,4.4,17.458998,78.500366,17.518998,78.560366,2022.3.26,0.791666667,19:10,overcast,medium,0,Snack,motorcycle,0,X,Metropolitian,31
0xb611,22,4.8,17.428294,78.404423,17.498294,78.474423,14-03-2022,5:50 PM,0.75,overcast,medium,0,Buffet,motorcycle,1,No,Metropolitian,31
0x154c,41,4.2,22.725835,75.887648,22.835835,75.997648,31.Mar.22,20:45,0.875,foggy,jam,2,Snack,scooter,3,No,Metropolitian,44
0x185a,26,5,21.160437,72.774209,21.270437,72.884209,18-03-2022,8:25 PM,20:40,storm,jam,1,Meal,motorcycle,,No,Metropolitian,15
0x7414,24,4.2,17.451976,78.385883,17.481976,78.415883,01-04-2022,19:25,19:40,clear_sky,jam,0,Meal,motorcycle,0,No,Metropolitian,51
0x750c,33,4.9,23.355164,85.324097,23.415164,85.384097,15-03-2022,19:30,19:35,clear_sky,jam,0,Snack,motorcycle,0,No,Metropolitian,24
0x0547,26,4.9,18.994237,72.825553,19.104237,72.935553,2022.3.16,5:20 PM,17:35,overcast,medium,2,Buffet,scooter,0,X,Metropolitian,28
0xa0f0,22,4.8,13.049645,80.242268,13.109645,80.302268,01-04-2022,07:50PM,20:05,sandstorm,jam,0,Buffet,motorcycle,1,No,Metropolitian,25
0x58a2,22,4.6,18.554382,73.798206,18.624382,73.868206,2012.3.22,0.916666667,22:15,storm,jam,2,Buffet,motorcycle,1,No,Urban,20
0xec61,41,4.3,23.353783,85.326967,23.483783,85.456967,31-03-2022,7:15 PM,19:30,high_wind,jam,0,Snack,motorcycle,1,No,Metropolitian,35
0x551b,26,4.6,26.911927,75.797282,27.051927,75.937282,31-03-2022,22:30,22:45,storm,low,1,Buffet,motorcycle,0,,Metropolitian,10
0x84e5,31,3.5,22.725835,75.887648,22.805835,75.967648,29-03-2022,23:40,23:45,clear_sky,low,1,Snack,motorcycle,1,No,Metropolitian,42
0x0fb6,34,4.2,26.902908,75.792934,26.992908,75.882934,04-03-2022,17:40,5:55 PM,foggy,medium,2,Meal,scooter,1,No,Metropolitian,42
0x6f4a,24,4.8,27.201725,78.007553,27.271725,78.077553,2012.2.22,22:20,22:25,overcast,low,0,Buffet,motorcycle,1,No,Metropolitian,24
0x0017,27,4.7,19.055831,72.833984,19.115831,72.893984,2013.3.22,23:40,23:55,sandstorm,low,1,Buffet,motorcycle,1,No,,19
0xb809,31,4.6,11.022169,76.999594,11.132169,77.109594,29-03-2022,0.958333333,23:15,clear_sky,low,2,Drinks,e_scooter,0,No,Metropolitian,24
0xe4bd,32,5,22.732225,75.874765,22.772225,75.914765,2022.3.30,13:45,13:50,high_wind,high,1,Snack,motorcycle,0,X,Metropolitian,25
0x2977,21,4.7,22.651847,75.881991,22.661847,75.891991,03-03-2022,8:50 AM,8:55,clear_sky,low,0,Snack,motorcycle,0,X,,12
0xe04b,27,4.5,22.728163,75.884212,22.778163,75.934212,2022.3.9,10:15PM,22:30,sandstorm,low,1,Meal,scooter,0,No,Urban,16
0xb764,29,5,17.440827,78.393391,17.530827,78.483391,25.Mar.22,0.833333333,20:10,sandstorm,jam,0,Meal,motorcycle,1,X,Metropolitian,33
0xa41d,23,4.7,22.722634,75.886959,22.752634,75.916959,09-03-2022,22:15,10:20 PM,overcast,low,0,Drinks,motorcycle,0,No,Metropolitian,18
0xec68,37,4.8,0,0,0.07,0.07,2.Apr.22,23:40,23:50,storm,low,1,Meal,motorcycle,1,No,Urban,21
0x8a1b,31,4.3,25.454648,81.834502,25.464648,81.844502,11-02-2022,9:25 AM,9:30,sandstorm,low,0,Buffet,motorcycle,1,X,Metropolitian,21
0x0fee,28,5,18.593481,73.785901,18.623481,73.815901,11-03-2022,19:55,20:10,sandstorm,jam,1,Drinks,scooter,0,X,Metropolitian,21
0x7b78,37,3.7,22.751857,75.866699,22.831857,75.946699,08-03-2022,07:40PM,19:50,storm,jam,2,Meal,scooter,1,No,Urban,38
0x53ac,22,4.6,21.149669,72.772629,21.209669,72.832629,2022.3.28,18:50,0.791666667,high_wind,medium,2,Drinks,motorcycle,1,No,Metropolitian,24
0xa6ac,,,26.913987,75.752891,26.993987,75.832891,23-03-2022,,21:10,storm,jam,2,Drinks,scooter,1,No,Metropolitian,35
0xc17c,32,4.9,17.41233,78.449654,17.49233,78.529654,2022.3.8,0.791666667,19:15,foggy,medium,2,Buffet,e_scooter,1,No,Metropolitian,30
0xf6e6,24,4.6,17.411028,78.329645,17.421028,78.339645,15-03-2022,10:10,10:25,overcast,low,1,Meal,motorcycle,0,No,Metropolitian,19
0xf5b3,26,4.6,30.893244,75.821817,30.983244,75.911817,2022.2.14,17:35,17:45,clear_sky,medium,0,Meal,motorcycle,1,No,Metropolitian,29
0x0f15,,,22.751234,75.88949,22.861234,75.99949,2022.3.23,8:40 PM,20:45,overcast,jam,0,Buffet,motorcycle,0,X,Metropolitian,40
0xe210,23,4.7,11.026117,76.944652,11.076117,76.994652,19-03-2022,17:40,17:50,clear_sky,medium,2,Snack,scooter,1,No,Metropolitian,17
0x26a0,,,12.323978,76.627961,12.433978,76.737961,2.Apr.22,,21:25,storm,jam,1,Meal,scooter,0,No,Urban,21
0xa1e4,29,4.9,10.994136,76.963303,11.044136,77.013303,11-03-2022,0.916666667,22:05,foggy,jam,1,Drinks,scooter,0,No,Metropolitian,25
0x521b,29,4.7,12.304569,76.643622,12.334569,76.673622,09-03-2022,20:10,8:20 PM,high_wind,jam,0,Snack,motorcycle,1,No,Metropolitian,36
0xbb44,,,17.455894,78.375467,17.525894,78.445467,23.Mar.22,17:55,0.75,foggy,medium,0,Meal,motorcycle,1,No,Urban,36
0xb334,34,4.8,11.022477,76.995667,11.032477,77.005667,24-03-2022,11:40 AM,11:55 AM,storm,high,1,Drinks,scooter,1,No,Metropolitian,34
0xd357,33,4.9,0,0,0.01,0.01,2022.3.9,11:25,11:40,high_wind,high,0,Meal,motorcycle,1,No,Metropolitian,32
0x0481,39,4.8,23.333017,85.3172,23.393017,85.3772,2022.3.21,18:20,6:25 PM,foggy,medium,2,Snack,e_scooter,0,No,Urban,16
0x5086,36,4.7,30.893234,75.82172,31.033234,75.96172,18-02-2022,22:15,10:30 PM,foggy,low,1,Buffet,motorcycle,0,X,Metropolitian,27
0x6b0c,39,4.6,26.902328,75.794257,26.912328,75.804257,5.Mar.22,11:25,11:30AM,foggy,high,0,Snack,motorcycle,0,X,Metropolitian,30
0x115e,26,4.2,0,0,0.06,0.06,13-02-2022,22:15,10:20 PM,storm,low,0,Meal,motorcycle,,No,Metropolitian,29
0x5922,22,4.5,19.176269,72.836721,19.186269,72.846721,24-03-2022,8:20,8:25,sandstorm,low,0,Drinks,motorcycle,0,X,Metropolitian,23
0xac91,40,4.8,12.325461,76.632278,12.455461,76.762278,2022.3.31,22:45,22:50,clear_sky,low,2,Drinks,scooter,0,No,Metropolitian,22
0x0fa9,38,4.5,12.972532,77.608179,13.082532,77.718179,6.Mar.22,20:25,08:40PM,clear_sky,jam,1,Drinks,motorcycle,0,X,Metropolitian,34
0xffc1,32,4,22.760072,75.892574,22.830072,75.962574,2.Apr.22,8:20 PM,8:30 PM,storm,jam,0,Buffet,motorcycle,1,X,Metropolitian,36
0xc484,25,4.8,19.121999,72.908493,19.141999,72.928493,24-03-2022,11:35 AM,11:45 AM,overcast,high,0,Snack,motorcycle,0,No,Metropolitian,27
0x9c49,24,4.8,18.536562,73.896485,18.566562,73.926485,30.Mar.22,19:25,19:35,storm,jam,1,Snack,motorcycle,1,X,Urban,19
0xe20b,30,4.7,21.149834,72.778666,21.189834,72.818666,3.Apr.22,15:45,0.666666667,clear_sky,medium,0,Drinks,motorcycle,1,No,Metropolitian,20
0x103f,27,4.6,11.025083,77.015393,11.065083,77.055393,05-03-2022,0.708333333,17:15,high_wind,medium,2,Buffet,e_scooter,1,No,Metropolitian,22
0x2196,32,4.6,11.021278,76.995017,11.101278,77.075017,16-03-2022,23:20,11:30PM,clear_sky,low,1,Snack,scooter,1,No,Metropolitian,29
0x9190,31,4.6,12.970221,77.645396,13.000221,77.675396,15-03-2022,19:40,7:55 PM,sandstorm,jam,0,Snack,motorcycle,2,No,Metropolitian,39
0xbf8a,29,4.5,22.577821,88.400581,22.707821,88.530581,18-02-2022,18:15,18:25,overcast,medium,2,Drinks,motorcycle,0,No,Metropolitian,29
0xb2c5,31,4.7,23.359033,85.325347,23.449033,85.415347,2027.3.22,18:40,18:45,high_wind,medium,2,Meal,scooter,1,No,Metropolitian,25
0xd60c,30,4.2,11.008638,76.984311,11.038638,77.014311,21-03-2022,05:50PM,17:55,storm,medium,2,Drinks,motorcycle,1,No,Metropolitian,31
0x0ac2,28,4.4,17.411028,78.329645,17.491028,78.409645,2022.3.23,18:25,06:40PM,sandstorm,medium,0,Meal,motorcycle,1,No,,37
0x208a,33,4.7,12.3085,76.665808,12.3585,76.715808,5.Apr.22,22:45,0.958333333,clear_sky,low,2,Meal,scooter,1,X,Urban,19
0x88bd,31,4.9,19.875908,75.358888,19.965908,75.448888,2012.2.22,18:50,18:55,high_wind,medium,0,Snack,motorcycle,0,No,Metropolitian,29
0xf866,38,4.5,0,0,0.06,0.06,09-03-2022,10:20 PM,22:30,high_wind,low,0,Meal,motorcycle,1,No,Metropolitian,28
0xe1a6,22,4.1,11.001753,76.986241,11.021753,77.006241,2022.3.3,10:40 AM,10:45,storm,low,0,Snack,motorcycle,1,No,Metropolitian,16
0xe55e,20,4.4,12.323194,76.630583,12.373194,76.680583,15-03-2022,19:30,19:35,foggy,jam,2,Snack,scooter,1,No,Metropolitian,34
0x747c,33,4.1,23.39925,85.390464,23.48925,85.480464,14-03-2022,0.916666667,10:05 PM,storm,jam,2,Drinks,e_scooter,1,No,Metropolitian,42
0x792b,27,5,18.543626,73.905101,18.673626,74.035101,6.Apr.22,07:40PM,19:55,storm,jam,1,Drinks,motorcycle,1,No,Metropolitian,16
0x4a77,27,4.6,12.972793,80.249982,13.102793,80.379982,29-03-2022,05:20PM,17:25,storm,medium,0,Meal,motorcycle,1,No,Metropolitian,24
0xf9ea,29,4.4,13.049645,80.242268,13.089645,80.282268,2011.3.22,12:20,12:35,storm,high,2,Meal,e_scooter,1,No,Metropolitian,31
0xecba,25,4.7,22.307898,73.167788,22.377898,73.237788,23-03-2022,05:50PM,17:55,storm,medium,2,Drinks,motorcycle,0,No,Metropolitian,27
0x2dc1,27,5,18.994237,72.825553,19.024237,72.855553,26.Mar.22,9:35 PM,9:50 PM,clear_sky,jam,2,Meal,motorcycle,0,No,Metropolitian,13
0x7adb,30,3.8,0,0,0.13,0.13,2022.3.18,21:35,21:50,storm,jam,1,Buffet,scooter,1,X,Urban,34
0x7e7a,28,4.7,21.185047,72.80859,21.245047,72.86859,2011.3.22,11:35 PM,23:45,overcast,low,0,Buffet,motorcycle,1,No,Metropolitian,24
0xafbb,32,4.7,23.354422,85.3329,23.484422,85.4629,2022.3.29,0.916666667,22:15,clear_sky,jam,2,Buffet,scooter,1,X,Metropolitian,18
0x0d64,30,4.8,13.064181,80.236442,13.134181,80.306442,25.Mar.22,09:40PM,21:50,overcast,jam,0,Snack,motorcycle,1,No,Metropolitian,42
0x3285,37,5,22.75004,75.902847,22.81004,75.962847,30.Mar.22,10:30 PM,22:35,clear_sky,low,1,Meal,scooter,1,No,Metropolitian,19
0x0342,35,3.7,11.016298,76.972076,11.096298,77.052076,6.Apr.22,22:10,22:25,overcast,low,2,Drinks,scooter,,No,Metropolitian,32
0x4e64,32,4.6,21.149669,72.772629,21.229669,72.852629,2022.3.23,18:35,18:45,clear_sky,medium,2,Buffet,motorcycle,0,No,Metropolitian,29
0x2448,24,4.8,17.440827,78.393391,17.450827,78.403391,2022.3.5,0.458333333,11:10,high_wind,low,1,Meal,motorcycle,1,X,Metropolitian,10
0xd988,22,4.7,0,0,0.02,0.02,13.Feb.22,11:45,11:55,foggy,high,1,Meal,motorcycle,1,No,Metropolitian,21
0x05f3,28,4.9,22.526461,88.364453,22.606461,88.444453,18.Feb.22,0.791666667,7:15 PM,storm,medium,0,Meal,motorcycle,1,No,Metropolitian,35
0x671c,31,4.4,19.091458,72.827808,19.101458,72.837808,30-03-2022,8:35,8:40,sandstorm,low,0,Drinks,motorcycle,0,No,Metropolitian,16
0x1729,29,4.8,10.96185,76.971082,11.05185,77.061082,2022.3.23,17:20,5:30 PM,storm,medium,2,Meal,e_scooter,1,No,Metropolitian,25
0x96c2,21,4.7,12.981615,80.231598,12.991615,80.241598,2021.3.22,11:35AM,11:40,overcast,high,2,Meal,e_scooter,1,No,Metropolitian,23
0x22e3,34,5,26.913987,75.752891,26.963987,75.802891,2022.4.1,17:15,17:25,overcast,medium,2,Meal,scooter,1,No,Metropolitian,15
0x0e39,23,4.7,22.727021,75.884167,22.797021,75.954167,4.Mar.22,23:30,11:45 PM,foggy,low,0,Meal,motorcycle,1,No,Metropolitian,21
0x26ff,33,4,0,0,0.05,0.05,21-03-2022,20:30,20:35,storm,jam,1,Buffet,scooter,1,No,Metropolitian,34
0x4650,23,4.8,22.533662,88.366217,22.613662,88.446217,16-02-2022,21:50,21:55,clear_sky,jam,0,Drinks,motorcycle,1,No,Metropolitian,21
0x0080,23,4.7,12.933284,77.615428,13.043284,77.725428,2010.3.22,18:30,18:35,overcast,medium,2,Snack,scooter,1,No,Urban,31
0xb5c4,23,4.8,19.874733,75.353942,19.904733,75.383942,13-02-2022,06:25PM,18:35,high_wind,medium,1,Buffet,motorcycle,0,No,Urban,23
0x471a,30,4.6,18.546258,73.904337,18.676258,74.034337,12-03-2022,22:10,22:15,storm,low,1,Snack,motorcycle,0,No,Urban,11
0xe5f6,31,4.6,0,0,0.06,0.06,05-04-2022,22:20,22:25,overcast,low,1,Drinks,motorcycle,0,No,Metropolitian,15
0xfcab,34,4.4,11.016298,76.972076,11.106298,77.062076,06-03-2022,07:20PM,19:35,storm,jam,0,Buffet,motorcycle,1,No,Metropolitian,38
0x70bd,27,5,11.022169,76.999594,11.152169,77.129594,18-03-2022,0.833333333,8:10 PM,overcast,jam,0,Drinks,motorcycle,1,X,Urban,37
0xdfa2,27,4.5,30.346994,78.062543,30.356994,78.072543,17-02-2022,10:50,10:55,storm,low,1,Snack,motorcycle,0,No,Metropolitian,13
0x8f19,40,4.2,0,0,0.04,0.04,17-02-2022,14:50,3:05 PM,overcast,high,2,Snack,scooter,1,No,Metropolitian,35
0x0ff9,38,4.7,12.972532,77.608179,13.042532,77.678179,2022.3.14,22:10,10:20 PM,storm,low,2,Drinks,scooter,1,No,Metropolitian,18
0xe775,,,22.753659,75.903365,22.793659,75.943365,26-03-2022,12:45 PM,12:55,sandstorm,high,0,Snack,motorcycle,1,No,Metropolitian,41
0x2155,30,5,23.359407,85.325055,23.409407,85.375055,03-04-2022,6:15 PM,18:25,storm,medium,0,Buffet,motorcycle,1,No,Metropolitian,39
0x9611,35,4.7,0,0,0.09,0.09,25-03-2022,10:55PM,23:10,foggy,low,1,Buffet,motorcycle,1,No,Metropolitian,26
0x2814,23,4.9,23.359194,85.325447,23.389194,85.355447,2005.3.22,19:40,19:45,foggy,jam,1,Snack,motorcycle,0,X,Metropolitian,20
0x6436,37,4.6,0,0,0.11,0.11,2022.2.14,09:25PM,9:35 PM,foggy,jam,0,Meal,motorcycle,2,No,Metropolitian,50
0x7c3f,23,4.8,13.022394,80.242439,13.102394,80.322439,27.Mar.22,22:40,22:45,high_wind,low,1,Meal,scooter,0,,Metropolitian,10
0x20b6,25,4.9,12.311072,76.654878,12.351072,76.694878,11-03-2022,14:20,2:25 PM,sandstorm,high,2,Drinks,e_scooter,0,No,Metropolitian,12
0x9bf7,34,4.9,19.120083,72.907385,19.140083,72.927385,03-03-2022,9:40,09:50AM,overcast,low,1,Buffet,motorcycle,0,No,Metropolitian,19
0x4713,38,4.8,30.319528,78.040267,30.399528,78.120267,2018.2.22,18:55,0.791666667,high_wind,medium,1,Snack,scooter,0,X,Metropolitian,22
0x094a,26,5,17.431668,78.408321,17.441668,78.418321,17-03-2022,8:10,8:25,overcast,low,0,Meal,motorcycle,1,X,Metropolitian,20
0x8c87,37,4.6,17.411028,78.329645,17.521028,78.439645,16.Mar.22,22:45,0.958333333,high_wind,low,2,Snack,motorcycle,1,No,Metropolitian,28
0x92d5,25,5,21.149669,72.772629,21.279669,72.902629,10.Mar.22,22:55,23:05,overcast,low,1,Meal,scooter,0,No,Metropolitian,29
0xb772,37,4.9,12.299524,76.64262,12.369524,76.71262,2022.3.31,0.916666667,22:10,clear_sky,jam,1,Meal,scooter,,No,Metropolitian,19
0x62ce,32,4.9,18.536562,73.896485,18.606562,73.966485,29-03-2022,22:15,22:25,foggy,low,1,Buffet,motorcycle,1,No,Metropolitian,28
0x47c7,27,4.9,21.149569,72.772697,21.159569,72.782697,2022.3.15,11:15,11:25,sandstorm,high,2,Meal,scooter,0,No,Urban,10
0x8e35,32,4,26.914142,75.805704,27.044142,75.935704,23-03-2022,18:45,0.791666667,sandstorm,medium,0,Snack,motorcycle,1,No,Metropolitian,36
0x7d1d,27,3.4,11.000762,76.981876,11.130762,77.111876,2022.3.10,23:45,23:50,clear_sky,low,1,Drinks,scooter,1,y,Metropolitian,43
0xf9b6,32,4.1,30.335259,78.053162,30.475259,78.193162,2022.2.12,7:45 PM,0.833333333,overcast,jam,2,Buffet,scooter,2,X,Metropolitian,49
0x731c,36,4.3,13.005801,80.250744,13.055801,80.300744,26-03-2022,18:25,18:35,storm,medium,0,Drinks,motorcycle,1,No,Metropolitian,35
0x7765,23,4.8,12.297954,76.665169,12.337954,76.705169,26-03-2022,13:25,1:35 PM,sandstorm,high,2,Drinks,scooter,1,No,,10
0x74d3,25,4.8,12.323978,76.627961,12.393978,76.697961,2022.4.4,20:40,20:55,clear_sky,jam,0,Buffet,motorcycle,0,No,,27
0x7448,31,5,26.902328,75.794257,26.972328,75.864257,04-03-2022,5:20 PM,17:30,storm,medium,0,Meal,motorcycle,1,No,Metropolitian,37
0x8e0e,31,4.6,18.636215,73.751081,18.656215,73.771081,05-04-2022,9:25 AM,9:40 AM,overcast,low,0,Meal,motorcycle,1,X,Metropolitian,15
0xe4ea,41,4.9,19.22384,72.841347,19.23384,72.851347,11.Mar.22,8:30,8:35,storm,low,1,Snack,scooter,0,No,Metropolitian,23
0x7ae1,19,4.9,26.849596,75.800512,26.879596,75.830512,03-04-2022,0.833333333,08:10PM,storm,jam,1,Snack,motorcycle,0,X,Urban,11
0xe93f,23,4.8,18.994237,72.825553,19.014237,72.845553,19.Mar.22,10:15,10:20,clear_sky,low,0,Meal,motorcycle,0,,,13
0xf97d,24,5,19.120083,72.907385,19.230083,73.017385,6.Apr.22,18:35,18:40,high_wind,medium,1,Drinks,scooter,1,No,Metropolitian,20
0x1dea,30,4.9,17.483216,78.552111,17.573216,78.642111,14-03-2022,6:25 PM,18:30,overcast,medium,1,Buffet,motorcycle,0,No,Metropolitian,40
0x40af,33,4.5,18.927584,72.832585,18.957584,72.862585,17-03-2022,1,24:10:00,high_wind,low,2,Drinks,scooter,0,No,Metropolitian,20
0x7abd,37,4.6,21.175104,72.804342,21.265104,72.894342,29-03-2022,21:10,21:20,high_wind,jam,2,Snack,scooter,1,No,Metropolitian,30
0x3a8c,35,4.8,18.56245,73.916619,18.58245,73.936619,2022.3.30,11:45,11:55 AM,sandstorm,high,2,Buffet,scooter,1,No,Metropolitian,31
0x5d05,22,4.8,22.311358,73.164798,22.361358,73.214798,17-03-2022,22:20,22:25,sandstorm,low,2,Buffet,scooter,1,No,Metropolitian,18
0xd563,34,4.9,22.725748,75.898497,22.815748,75.988497,06-03-2022,21:40,9:50 PM,foggy,jam,1,Meal,scooter,1,No,Metropolitian,37
0xd735,32,4.6,17.455894,78.375467,17.465894,78.385467,05-04-2022,9:30,09:35AM,foggy,low,2,Snack,e_scooter,,No,Urban,18
0xd86e,35,4.8,18.53408,73.89852,18.54408,73.90852,24-03-2022,8:50 AM,0.375,foggy,low,0,Buffet,motorcycle,0,X,Metropolitian,23
0xf801,30,4.6,18.592718,73.773572,18.682718,73.863572,2022.4.6,1,24:15:00,storm,low,1,Drinks,motorcycle,1,No,Urban,16
0xcb14,36,4.9,0,0,0.06,0.06,24-03-2022,23:30,23:40,foggy,low,1,Meal,motorcycle,0,No,Metropolitian,19
0x3896,25,4.6,23.234631,77.401663,23.284631,77.451663,2022.2.13,22:20,10:35 PM,storm,low,1,Drinks,motorcycle,1,No,Metropolitian,17
